run_id,paper_id,model,method,seed,timestamp,status,config_path,output_path,metrics_path,notes
FC-2025_deepseek1.3b_function_implementation_promptmit_v2_20260220_125715,FC-2025,deepseek1.3b,function_implementation_promptmit_v2,1..5,20260220_125715,completed,Codes/mitigation/configs/FC-2025/function_implementation/fc_prompt_mitigation_deepseek1.3b_v2.json,/Users/dhrubadatta/Documents/Research/CodeAudit X/Codes/mitigation/runs/FC-2025_deepseek1.3b_function_implementation_promptmit_v2_20260220_125715,/Users/dhrubadatta/Documents/Research/CodeAudit X/Codes/mitigation/runs/FC-2025_deepseek1.3b_function_implementation_promptmit_v2_20260220_125715/FC-2025_deepseek1.3b_function_implementation_promptmit_v2_20260220_125715_refined_metrics.json,FC-2025 deepseek1.3b function_implementation v2
FC-2025_deepseek1.3b_function_implementation_promptmit_v1_20260220_125711,FC-2025,deepseek1.3b,function_implementation_promptmit_v1,1..5,20260220_125711,completed,Codes/mitigation/configs/FC-2025/function_implementation/fc_prompt_mitigation_deepseek1.3b_v1.json,/Users/dhrubadatta/Documents/Research/CodeAudit X/Codes/mitigation/runs/FC-2025_deepseek1.3b_function_implementation_promptmit_v1_20260220_125711,/Users/dhrubadatta/Documents/Research/CodeAudit X/Codes/mitigation/runs/FC-2025_deepseek1.3b_function_implementation_promptmit_v1_20260220_125711/FC-2025_deepseek1.3b_function_implementation_promptmit_v1_20260220_125711_refined_metrics.json,FC-2025 deepseek1.3b function_implementation v1
FC-2025_deepseek1.3b_test_case_generation_promptmit_v2_20260220_131552,FC-2025,deepseek1.3b,test_case_generation_promptmit_v2,1..5,20260220_131552,completed,Codes/mitigation/configs/FC-2025/test_case_generation/fc_prompt_mitigation_deepseek1.3b_v2.json,/Users/dhrubadatta/Documents/Research/CodeAudit X/Codes/mitigation/runs/FC-2025_deepseek1.3b_test_case_generation_promptmit_v2_20260220_131552,/Users/dhrubadatta/Documents/Research/CodeAudit X/Codes/mitigation/runs/FC-2025_deepseek1.3b_test_case_generation_promptmit_v2_20260220_131552/FC-2025_deepseek1.3b_test_case_generation_promptmit_v2_20260220_131552_refined_metrics.json,FC-2025 deepseek1.3b test_case_generation v2
FC-2025_deepseek1.3b_test_case_generation_promptmit_v1_20260220_131803,FC-2025,deepseek1.3b,test_case_generation_promptmit_v1,1..5,20260220_131803,completed,Codes/mitigation/configs/FC-2025/test_case_generation/fc_prompt_mitigation_deepseek1.3b_v1.json,/Users/dhrubadatta/Documents/Research/CodeAudit X/Codes/mitigation/runs/FC-2025_deepseek1.3b_test_case_generation_promptmit_v1_20260220_131803,/Users/dhrubadatta/Documents/Research/CodeAudit X/Codes/mitigation/runs/FC-2025_deepseek1.3b_test_case_generation_promptmit_v1_20260220_131803/FC-2025_deepseek1.3b_test_case_generation_promptmit_v1_20260220_131803_refined_metrics.json,FC-2025 deepseek1.3b test_case_generation v1
FC-2025_qwen1.5b_function_implementation_postgenast_v1_20260220_132933,FC-2025,qwen1.5b,function_implementation_postgenast_v1,1..5,20260220_132933,completed,Codes/mitigation/configs/FC-2025/function_implementation/fc_postgen_qwen1.5b_v1.json,/Users/dhrubadatta/Documents/Research/CodeAudit X/Codes/mitigation/runs/FC-2025_qwen1.5b_function_implementation_postgenast_v1_20260220_132933,/Users/dhrubadatta/Documents/Research/CodeAudit X/Codes/mitigation/runs/FC-2025_qwen1.5b_function_implementation_postgenast_v1_20260220_132933/FC-2025_qwen1.5b_function_implementation_postgenast_v1_20260220_132933_refined_metrics.json,Post-gen AST scrub from FC-2025_qwen1.5b_function_implementation_promptmit_v1_20260220_125023
FC-2025_qwen1.5b_test_case_generation_postgenast_v1_20260220_132933,FC-2025,qwen1.5b,test_case_generation_postgenast_v1,1..5,20260220_132933,completed,Codes/mitigation/configs/FC-2025/test_case_generation/fc_postgen_qwen1.5b_v1.json,/Users/dhrubadatta/Documents/Research/CodeAudit X/Codes/mitigation/runs/FC-2025_qwen1.5b_test_case_generation_postgenast_v1_20260220_132933,/Users/dhrubadatta/Documents/Research/CodeAudit X/Codes/mitigation/runs/FC-2025_qwen1.5b_test_case_generation_postgenast_v1_20260220_132933/FC-2025_qwen1.5b_test_case_generation_postgenast_v1_20260220_132933_refined_metrics.json,Post-gen AST scrub from FC-2025_qwen1.5b_test_case_generation_promptmit_v1_20260220_125142
FC-2025_deepseek1.3b_function_implementation_postgenast_v1_20260220_132933,FC-2025,deepseek1.3b,function_implementation_postgenast_v1,1..5,20260220_132933,completed,Codes/mitigation/configs/FC-2025/function_implementation/fc_postgen_deepseek1.3b_v1.json,/Users/dhrubadatta/Documents/Research/CodeAudit X/Codes/mitigation/runs/FC-2025_deepseek1.3b_function_implementation_postgenast_v1_20260220_132933,/Users/dhrubadatta/Documents/Research/CodeAudit X/Codes/mitigation/runs/FC-2025_deepseek1.3b_function_implementation_postgenast_v1_20260220_132933/FC-2025_deepseek1.3b_function_implementation_postgenast_v1_20260220_132933_refined_metrics.json,Post-gen AST scrub from FC-2025_deepseek1.3b_function_implementation_promptmit_v2_20260220_125715
FC-2025_deepseek1.3b_test_case_generation_postgenast_v1_20260220_132933,FC-2025,deepseek1.3b,test_case_generation_postgenast_v1,1..5,20260220_132933,completed,Codes/mitigation/configs/FC-2025/test_case_generation/fc_postgen_deepseek1.3b_v1.json,/Users/dhrubadatta/Documents/Research/CodeAudit X/Codes/mitigation/runs/FC-2025_deepseek1.3b_test_case_generation_postgenast_v1_20260220_132933,/Users/dhrubadatta/Documents/Research/CodeAudit X/Codes/mitigation/runs/FC-2025_deepseek1.3b_test_case_generation_postgenast_v1_20260220_132933/FC-2025_deepseek1.3b_test_case_generation_postgenast_v1_20260220_132933_refined_metrics.json,Post-gen AST scrub from FC-2025_deepseek1.3b_test_case_generation_promptmit_v2_20260220_131552
UQSB-2023_codegen350M_postgenast_v1_20260220_144237,UQSB-2023,codegen350M,postgenast_v1,1..5,20260220_144237,completed,Codes/mitigation/configs/UQSB-2023/uqsb_postgen_codegen350M_v1.json,Codes/mitigation/runs/UQSB-2023_codegen350M_postgenast_v1_20260220_144237,Codes/mitigation/runs/UQSB-2023_codegen350M_postgenast_v1_20260220_144237/UQSB-2023_codegen350M_postgenast_v1_20260220_144237_refined_metrics.json,UQSB-2023 mitigation pilot
UQSB-2023_codegen350M_promptmit_v1_20260220_143310,UQSB-2023,codegen350M,promptmit_v1,1..5,20260220_143310,completed,Codes/mitigation/configs/UQSB-2023/uqsb_prompt_codegen350M_v1.json,Codes/mitigation/runs/UQSB-2023_codegen350M_promptmit_v1_20260220_143310,Codes/mitigation/runs/UQSB-2023_codegen350M_promptmit_v1_20260220_143310/UQSB-2023_codegen350M_promptmit_v1_20260220_143310_refined_metrics.json,UQSB-2023 mitigation pilot
UQSB-2023_codegen350M_promptmit_v2_20260220_143641,UQSB-2023,codegen350M,promptmit_v2,1..5,20260220_143641,completed,Codes/mitigation/configs/UQSB-2023/uqsb_prompt_codegen350M_v2.json,Codes/mitigation/runs/UQSB-2023_codegen350M_promptmit_v2_20260220_143641,Codes/mitigation/runs/UQSB-2023_codegen350M_promptmit_v2_20260220_143641/UQSB-2023_codegen350M_promptmit_v2_20260220_143641_refined_metrics.json,UQSB-2023 mitigation pilot
UQSB-2023_deepseek1.3b_postgenast_v1_20260220_144238,UQSB-2023,deepseek1.3b,postgenast_v1,1..5,20260220_144238,completed,Codes/mitigation/configs/UQSB-2023/uqsb_postgen_deepseek1.3b_v1.json,Codes/mitigation/runs/UQSB-2023_deepseek1.3b_postgenast_v1_20260220_144238,Codes/mitigation/runs/UQSB-2023_deepseek1.3b_postgenast_v1_20260220_144238/UQSB-2023_deepseek1.3b_postgenast_v1_20260220_144238_refined_metrics.json,UQSB-2023 mitigation pilot
UQSB-2023_deepseek1.3b_promptmit_v1_20260220_143330,UQSB-2023,deepseek1.3b,promptmit_v1,1..5,20260220_143330,completed,Codes/mitigation/configs/UQSB-2023/uqsb_prompt_deepseek1.3b_v1.json,Codes/mitigation/runs/UQSB-2023_deepseek1.3b_promptmit_v1_20260220_143330,Codes/mitigation/runs/UQSB-2023_deepseek1.3b_promptmit_v1_20260220_143330/UQSB-2023_deepseek1.3b_promptmit_v1_20260220_143330_refined_metrics.json,UQSB-2023 mitigation pilot
UQSB-2023_deepseek1.3b_promptmit_v2_20260220_143946,UQSB-2023,deepseek1.3b,promptmit_v2,1..5,20260220_143946,completed,Codes/mitigation/configs/UQSB-2023/uqsb_prompt_deepseek1.3b_v2.json,Codes/mitigation/runs/UQSB-2023_deepseek1.3b_promptmit_v2_20260220_143946,Codes/mitigation/runs/UQSB-2023_deepseek1.3b_promptmit_v2_20260220_143946/UQSB-2023_deepseek1.3b_promptmit_v2_20260220_143946_refined_metrics.json,UQSB-2023 mitigation pilot
UQSB-2023_qwen1.5b_postgenast_v1_20260220_144238,UQSB-2023,qwen1.5b,postgenast_v1,1..5,20260220_144238,completed,Codes/mitigation/configs/UQSB-2023/uqsb_postgen_qwen1.5b_v1.json,Codes/mitigation/runs/UQSB-2023_qwen1.5b_postgenast_v1_20260220_144238,Codes/mitigation/runs/UQSB-2023_qwen1.5b_postgenast_v1_20260220_144238/UQSB-2023_qwen1.5b_postgenast_v1_20260220_144238_refined_metrics.json,UQSB-2023 mitigation pilot
UQSB-2023_qwen1.5b_promptmit_v1_20260220_143340,UQSB-2023,qwen1.5b,promptmit_v1,1..5,20260220_143340,completed,Codes/mitigation/configs/UQSB-2023/uqsb_prompt_qwen1.5b_v1.json,Codes/mitigation/runs/UQSB-2023_qwen1.5b_promptmit_v1_20260220_143340,Codes/mitigation/runs/UQSB-2023_qwen1.5b_promptmit_v1_20260220_143340/UQSB-2023_qwen1.5b_promptmit_v1_20260220_143340_refined_metrics.json,UQSB-2023 mitigation pilot
UQSB-2023_qwen1.5b_promptmit_v2_20260220_143653,UQSB-2023,qwen1.5b,promptmit_v2,1..5,20260220_143653,completed,Codes/mitigation/configs/UQSB-2023/uqsb_prompt_qwen1.5b_v2.json,Codes/mitigation/runs/UQSB-2023_qwen1.5b_promptmit_v2_20260220_143653,Codes/mitigation/runs/UQSB-2023_qwen1.5b_promptmit_v2_20260220_143653/UQSB-2023_qwen1.5b_promptmit_v2_20260220_143653_refined_metrics.json,UQSB-2023 mitigation pilot
SEB-2023_codegen350M_promptmit_v1_20260220_151152,SEB-2023,codegen350M,promptmit_v1,1..5,20260220_151152,completed,Codes/mitigation/configs/SEB-2023/seb_prompt_codegen350M_v1.json,Codes/mitigation/runs/SEB-2023_codegen350M_promptmit_v1_20260220_151152,Codes/mitigation/runs/SEB-2023_codegen350M_promptmit_v1_20260220_151152/SEB-2023_codegen350M_promptmit_v1_20260220_151152_refined_metrics.json,SEB-2023 mitigation pilot v1
SEB-2023_deepseek1.3b_promptmit_v1_20260220_151204,SEB-2023,deepseek1.3b,promptmit_v1,1..5,20260220_151204,completed,Codes/mitigation/configs/SEB-2023/seb_prompt_deepseek1.3b_v1.json,Codes/mitigation/runs/SEB-2023_deepseek1.3b_promptmit_v1_20260220_151204,Codes/mitigation/runs/SEB-2023_deepseek1.3b_promptmit_v1_20260220_151204/SEB-2023_deepseek1.3b_promptmit_v1_20260220_151204_refined_metrics.json,SEB-2023 mitigation pilot v1
SEB-2023_qwen1.5b_promptmit_v1_20260220_151217,SEB-2023,qwen1.5b,promptmit_v1,1..5,20260220_151217,completed,Codes/mitigation/configs/SEB-2023/seb_prompt_qwen1.5b_v1.json,Codes/mitigation/runs/SEB-2023_qwen1.5b_promptmit_v1_20260220_151217,Codes/mitigation/runs/SEB-2023_qwen1.5b_promptmit_v1_20260220_151217/SEB-2023_qwen1.5b_promptmit_v1_20260220_151217_refined_metrics.json,SEB-2023 mitigation pilot v1
SEB-2023_codegen350M_promptmit_v2_20260220_152321,SEB-2023,codegen350M,promptmit_v2,1..5,20260220_152321,completed,Codes/mitigation/configs/SEB-2023/seb_prompt_codegen350M_v2.json,Codes/mitigation/runs/SEB-2023_codegen350M_promptmit_v2_20260220_152321,Codes/mitigation/runs/SEB-2023_codegen350M_promptmit_v2_20260220_152321/SEB-2023_codegen350M_promptmit_v2_20260220_152321_refined_metrics.json,SEB-2023 mitigation pilot v2
SEB-2023_deepseek1.3b_promptmit_v2_20260220_152331,SEB-2023,deepseek1.3b,promptmit_v2,1..5,20260220_152331,completed,Codes/mitigation/configs/SEB-2023/seb_prompt_deepseek1.3b_v2.json,Codes/mitigation/runs/SEB-2023_deepseek1.3b_promptmit_v2_20260220_152331,Codes/mitigation/runs/SEB-2023_deepseek1.3b_promptmit_v2_20260220_152331/SEB-2023_deepseek1.3b_promptmit_v2_20260220_152331_refined_metrics.json,SEB-2023 mitigation pilot v2
SEB-2023_qwen1.5b_promptmit_v2_20260220_152344,SEB-2023,qwen1.5b,promptmit_v2,1..5,20260220_152344,completed,Codes/mitigation/configs/SEB-2023/seb_prompt_qwen1.5b_v2.json,Codes/mitigation/runs/SEB-2023_qwen1.5b_promptmit_v2_20260220_152344,Codes/mitigation/runs/SEB-2023_qwen1.5b_promptmit_v2_20260220_152344/SEB-2023_qwen1.5b_promptmit_v2_20260220_152344_refined_metrics.json,SEB-2023 mitigation pilot v2
SEB-2023_codegen350M_postgenast_v1_20260220_153238,SEB-2023,codegen350M,postgenast_v1,1..5,20260220_153238,completed,Codes/mitigation/configs/SEB-2023/seb_postgen_codegen350M_v1.json,Codes/mitigation/runs/SEB-2023_codegen350M_postgenast_v1_20260220_153238,Codes/mitigation/runs/SEB-2023_codegen350M_postgenast_v1_20260220_153238/SEB-2023_codegen350M_postgenast_v1_20260220_153238_refined_metrics.json,SEB-2023 mitigation pilot postgen
SEB-2023_deepseek1.3b_postgenast_v1_20260220_153238,SEB-2023,deepseek1.3b,postgenast_v1,1..5,20260220_153238,completed,Codes/mitigation/configs/SEB-2023/seb_postgen_deepseek1.3b_v1.json,Codes/mitigation/runs/SEB-2023_deepseek1.3b_postgenast_v1_20260220_153238,Codes/mitigation/runs/SEB-2023_deepseek1.3b_postgenast_v1_20260220_153238/SEB-2023_deepseek1.3b_postgenast_v1_20260220_153238_refined_metrics.json,SEB-2023 mitigation pilot postgen
SEB-2023_qwen1.5b_postgenast_v1_20260220_153238,SEB-2023,qwen1.5b,postgenast_v1,1..5,20260220_153238,completed,Codes/mitigation/configs/SEB-2023/seb_postgen_qwen1.5b_v1.json,Codes/mitigation/runs/SEB-2023_qwen1.5b_postgenast_v1_20260220_153238,Codes/mitigation/runs/SEB-2023_qwen1.5b_postgenast_v1_20260220_153238/SEB-2023_qwen1.5b_postgenast_v1_20260220_153238_refined_metrics.json,SEB-2023 mitigation pilot postgen
BU-2024_codegen350M_promptmit_v1_20260220_155604,BU-2024,codegen350M,promptmit_v1,1..5,20260220_155604,completed,Codes/mitigation/configs/BU-2024/bu_prompt_codegen350M_v1.json,Codes/mitigation/runs/BU-2024_codegen350M_promptmit_v1_20260220_155604,Codes/mitigation/runs/BU-2024_codegen350M_promptmit_v1_20260220_155604/BU-2024_codegen350M_promptmit_v1_20260220_155604_refined_metrics.json,BU-2024 mitigation pilot v1
BU-2024_deepseek1.3b_promptmit_v1_20260220_155623,BU-2024,deepseek1.3b,promptmit_v1,1..5,20260220_155623,completed,Codes/mitigation/configs/BU-2024/bu_prompt_deepseek1.3b_v1.json,Codes/mitigation/runs/BU-2024_deepseek1.3b_promptmit_v1_20260220_155623,Codes/mitigation/runs/BU-2024_deepseek1.3b_promptmit_v1_20260220_155623/BU-2024_deepseek1.3b_promptmit_v1_20260220_155623_refined_metrics.json,BU-2024 mitigation pilot v1
BU-2024_qwen1.5b_promptmit_v1_20260220_155632,BU-2024,qwen1.5b,promptmit_v1,1..5,20260220_155632,completed,Codes/mitigation/configs/BU-2024/bu_prompt_qwen1.5b_v1.json,Codes/mitigation/runs/BU-2024_qwen1.5b_promptmit_v1_20260220_155632,Codes/mitigation/runs/BU-2024_qwen1.5b_promptmit_v1_20260220_155632/BU-2024_qwen1.5b_promptmit_v1_20260220_155632_refined_metrics.json,BU-2024 mitigation pilot v1
BU-2024_codegen350M_promptmit_v2_20260220_161009,BU-2024,codegen350M,promptmit_v2,1..5,20260220_161009,completed,Codes/mitigation/configs/BU-2024/bu_prompt_codegen350M_v2.json,Codes/mitigation/runs/BU-2024_codegen350M_promptmit_v2_20260220_161009,Codes/mitigation/runs/BU-2024_codegen350M_promptmit_v2_20260220_161009/BU-2024_codegen350M_promptmit_v2_20260220_161009_refined_metrics.json,BU-2024 mitigation pilot v2
BU-2024_deepseek1.3b_promptmit_v2_20260220_161016,BU-2024,deepseek1.3b,promptmit_v2,1..5,20260220_161016,completed,Codes/mitigation/configs/BU-2024/bu_prompt_deepseek1.3b_v2.json,Codes/mitigation/runs/BU-2024_deepseek1.3b_promptmit_v2_20260220_161016,Codes/mitigation/runs/BU-2024_deepseek1.3b_promptmit_v2_20260220_161016/BU-2024_deepseek1.3b_promptmit_v2_20260220_161016_refined_metrics.json,BU-2024 mitigation pilot v2
BU-2024_qwen1.5b_promptmit_v2_20260220_161037,BU-2024,qwen1.5b,promptmit_v2,1..5,20260220_161037,completed,Codes/mitigation/configs/BU-2024/bu_prompt_qwen1.5b_v2.json,Codes/mitigation/runs/BU-2024_qwen1.5b_promptmit_v2_20260220_161037,Codes/mitigation/runs/BU-2024_qwen1.5b_promptmit_v2_20260220_161037/BU-2024_qwen1.5b_promptmit_v2_20260220_161037_refined_metrics.json,BU-2024 mitigation pilot v2
BU-2024_codegen350M_postgenast_v1_20260220_162500,BU-2024,codegen350M,postgenast_v1,1..5,20260220_162500,completed,Codes/mitigation/configs/BU-2024/bu_postgen_codegen350M_v1.json,Codes/mitigation/runs/BU-2024_codegen350M_postgenast_v1_20260220_162500,Codes/mitigation/runs/BU-2024_codegen350M_postgenast_v1_20260220_162500/BU-2024_codegen350M_postgenast_v1_20260220_162500_refined_metrics.json,BU-2024 mitigation pilot postgen
BU-2024_deepseek1.3b_postgenast_v1_20260220_162500,BU-2024,deepseek1.3b,postgenast_v1,1..5,20260220_162500,completed,Codes/mitigation/configs/BU-2024/bu_postgen_deepseek1.3b_v1.json,Codes/mitigation/runs/BU-2024_deepseek1.3b_postgenast_v1_20260220_162500,Codes/mitigation/runs/BU-2024_deepseek1.3b_postgenast_v1_20260220_162500/BU-2024_deepseek1.3b_postgenast_v1_20260220_162500_refined_metrics.json,BU-2024 mitigation pilot postgen
BU-2024_qwen1.5b_postgenast_v1_20260220_162500,BU-2024,qwen1.5b,postgenast_v1,1..5,20260220_162500,completed,Codes/mitigation/configs/BU-2024/bu_postgen_qwen1.5b_v1.json,Codes/mitigation/runs/BU-2024_qwen1.5b_postgenast_v1_20260220_162500,Codes/mitigation/runs/BU-2024_qwen1.5b_postgenast_v1_20260220_162500/BU-2024_qwen1.5b_postgenast_v1_20260220_162500_refined_metrics.json,BU-2024 mitigation pilot postgen
IMSB-2025_codegen350M_promptmit_v1_20260220_181742,IMSB-2025,codegen350M,promptmit_v1,1..5,20260220_181742,completed,Codes/mitigation/configs/IMSB-2025/imsb_prompt_codegen350M_v1.json,Codes/mitigation/runs/IMSB-2025_codegen350M_promptmit_v1_20260220_181742,Codes/mitigation/runs/IMSB-2025_codegen350M_promptmit_v1_20260220_181742/IMSB-2025_codegen350M_promptmit_v1_20260220_181742_refined_metrics.json,IMSB-2025 mitigation pilot v1
IMSB-2025_codegen350M_promptmit_v2_20260220_182145,IMSB-2025,codegen350M,promptmit_v2,1..5,20260220_182145,completed,Codes/mitigation/configs/IMSB-2025/imsb_prompt_codegen350M_v2.json,Codes/mitigation/runs/IMSB-2025_codegen350M_promptmit_v2_20260220_182145,Codes/mitigation/runs/IMSB-2025_codegen350M_promptmit_v2_20260220_182145/IMSB-2025_codegen350M_promptmit_v2_20260220_182145_refined_metrics.json,IMSB-2025 mitigation pilot v2
IMSB-2025_deepseek1.3b_promptmit_v1_20260220_182019,IMSB-2025,deepseek1.3b,promptmit_v1,1..5,20260220_182019,completed,Codes/mitigation/configs/IMSB-2025/imsb_prompt_deepseek1.3b_v1.json,Codes/mitigation/runs/IMSB-2025_deepseek1.3b_promptmit_v1_20260220_182019,Codes/mitigation/runs/IMSB-2025_deepseek1.3b_promptmit_v1_20260220_182019/IMSB-2025_deepseek1.3b_promptmit_v1_20260220_182019_refined_metrics.json,IMSB-2025 mitigation pilot v1
IMSB-2025_deepseek1.3b_promptmit_v2_20260220_182424,IMSB-2025,deepseek1.3b,promptmit_v2,1..5,20260220_182424,completed,Codes/mitigation/configs/IMSB-2025/imsb_prompt_deepseek1.3b_v2.json,Codes/mitigation/runs/IMSB-2025_deepseek1.3b_promptmit_v2_20260220_182424,Codes/mitigation/runs/IMSB-2025_deepseek1.3b_promptmit_v2_20260220_182424/IMSB-2025_deepseek1.3b_promptmit_v2_20260220_182424_refined_metrics.json,IMSB-2025 mitigation pilot v2
IMSB-2025_qwen1.5b_promptmit_v1_20260220_181842,IMSB-2025,qwen1.5b,promptmit_v1,1..5,20260220_181842,completed,Codes/mitigation/configs/IMSB-2025/imsb_prompt_qwen1.5b_v1.json,Codes/mitigation/runs/IMSB-2025_qwen1.5b_promptmit_v1_20260220_181842,Codes/mitigation/runs/IMSB-2025_qwen1.5b_promptmit_v1_20260220_181842/IMSB-2025_qwen1.5b_promptmit_v1_20260220_181842_refined_metrics.json,IMSB-2025 mitigation pilot v1
IMSB-2025_qwen1.5b_promptmit_v2_20260220_182240,IMSB-2025,qwen1.5b,promptmit_v2,1..5,20260220_182240,completed,Codes/mitigation/configs/IMSB-2025/imsb_prompt_qwen1.5b_v2.json,Codes/mitigation/runs/IMSB-2025_qwen1.5b_promptmit_v2_20260220_182240,Codes/mitigation/runs/IMSB-2025_qwen1.5b_promptmit_v2_20260220_182240/IMSB-2025_qwen1.5b_promptmit_v2_20260220_182240_refined_metrics.json,IMSB-2025 mitigation pilot v2
IMSB-2025_codegen350M_postgenast_v1_20260220_182638,IMSB-2025,codegen350M,postgenast_v1,1..5,20260220_182638,completed,Codes/mitigation/configs/IMSB-2025/imsb_postgen_codegen350M_v1.json,Codes/mitigation/runs/IMSB-2025_codegen350M_postgenast_v1_20260220_182638,Codes/mitigation/runs/IMSB-2025_codegen350M_postgenast_v1_20260220_182638/IMSB-2025_codegen350M_postgenast_v1_20260220_182638_refined_metrics.json,IMSB-2025 mitigation pilot postgen
IMSB-2025_deepseek1.3b_postgenast_v1_20260220_182639,IMSB-2025,deepseek1.3b,postgenast_v1,1..5,20260220_182639,completed,Codes/mitigation/configs/IMSB-2025/imsb_postgen_deepseek1.3b_v1.json,Codes/mitigation/runs/IMSB-2025_deepseek1.3b_postgenast_v1_20260220_182639,Codes/mitigation/runs/IMSB-2025_deepseek1.3b_postgenast_v1_20260220_182639/IMSB-2025_deepseek1.3b_postgenast_v1_20260220_182639_refined_metrics.json,IMSB-2025 mitigation pilot postgen
IMSB-2025_qwen1.5b_postgenast_v1_20260220_182639,IMSB-2025,qwen1.5b,postgenast_v1,1..5,20260220_182639,completed,Codes/mitigation/configs/IMSB-2025/imsb_postgen_qwen1.5b_v1.json,Codes/mitigation/runs/IMSB-2025_qwen1.5b_postgenast_v1_20260220_182639,Codes/mitigation/runs/IMSB-2025_qwen1.5b_postgenast_v1_20260220_182639/IMSB-2025_qwen1.5b_postgenast_v1_20260220_182639_refined_metrics.json,IMSB-2025 mitigation pilot postgen
